flight_id,date,route,aircraft_type,planned_fuel_kg,actual_fuel_kg,duration_min,passengers,cargo_weight_kg,catering_weight_kg,wind_speed_kts,wind_direction,temperature_c,visibility,weather_conditions,departure_delay_min,taxi_time_min
9978530721027201,2026-01-28 14:00,MAN-ALC,757-200,4410,4200,159,233,2371,181,38,SE,24,5,Clear,6,12
1041895580210760,2025-12-28 17:30,BHX-TFS,737-800,7030,6485,241,155,1925,126,35,SW,7,7,Cloudy,0,19
7985974593863072,2025-12-26 10:45,EMA-ALC,737-800,5215,5043,152,182,1327,191,36,S,29,10,Light Rain,10,17
5994952802508793,2026-01-20 19:00,EMA-PMI,737-800,4991,5098,147,164,2438,136,22,N,29,7,Cloudy,0,17
8016053086311255,2025-12-15 20:30,BHX-ALC,737-800,5075,4817,173,162,1821,161,15,SE,1,6,Cloudy,4,18
1487719857076760,2025-12-06 08:00,EMA-PMI,757-200,5154,5532,169,223,2491,200,36,S,16,5,Overcast,0,25
6519412485552197,2026-01-29 18:45,EMA-TFS,737-800,6403,6772,239,179,1046,175,29,SW,29,3,Clear,0,17
3058748275096078,2025-12-26 10:30,MAN-TFS,737-800,6451,6313,249,163,1658,160,23,SW,10,7,Light Rain,0,25
3260571425540683,2025-12-05 13:15,EMA-TFS,737-800,6200,5849,240,159,1768,163,11,W,16,5,Overcast,0,22
6187197689704462,2026-02-02 23:00,BHX-TFS,737-800,6561,6262,240,156,1721,156,16,SW,8,7,Windy,0,13
2459159644024300,2026-02-14 22:15,MAN-AGP,737-800,5049,5271,176,155,1580,147,29,E,-5,8,Light Rain,0,9
2503394076820324,2026-01-05 12:30,BHX-PMI,757-200,5304,5110,153,223,3333,242,26,E,-4,3,Cloudy,0,9
6642837311026742,2026-01-12 08:00,LBA-TFS,737 MAX 8,6461,6000,240,183,2366,201,6,S,24,5,Clear,0,16
9186853241255671,2025-12-09 09:15,LBA-ALC,737-800,4533,4797,166,184,1357,169,8,E,22,10,Overcast,7,24
1082258500470371,2026-01-06 20:15,LBA-TFS,737-800,6322,6079,236,150,1871,154,8,SW,3,10,Overcast,55,22
7886350917766808,2026-01-17 14:15,LBA-ALC,737-800,4621,4904,161,165,1134,163,41,W,38,9,Cloudy,0,14
2674775347486379,2026-02-09 13:30,EMA-TFS,757-200,6192,6542,241,218,1652,208,39,NW,2,10,Cloudy,0,24
5234706942861497,2025-12-06 14:30,LBA-FAO,757-200,4819,6600,165,219,3241,241,29,N,6,4,Cloudy,1,9
9443539535316239,2025-12-16 11:30,BHX-TFS,757-200,6754,6630,238,215,1337,168,6,SE,15,9,Windy,6,8
1378244751003888,2026-02-01 21:00,MAN-FAO,737-800,5503,9069,174,157,1283,150,20,N,-5,7,Overcast,2,7
6806455573655582,2026-02-05 20:15,BHX-ALC,757-200,4961,4961,162,221,1445,160,41,E,29,4,Cloudy,0,24
1620382944773140,2026-01-06 19:15,LBA-ALC,757-200,4337,7576,166,218,3423,213,12,E,19,8,Windy,8,24
5720397507053789,2026-01-29 09:45,MAN-AGP,757-200,4987,4950,177,232,2752,230,1,SW,34,6,Windy,53,19
8532718263490127,2026-02-18 20:15,NCL-TFS,737-800,6629,6216,253,154,889,159,8,E,-13,6,Clear,0,25
1634000456227697,2026-01-11 20:30,LBA-PMI,737-800,3972,3663,159,181,963,161,40,N,8,9,Windy,0,8
1937672461828439,2025-12-31 07:15,EMA-ALC,737-800,4936,4961,173,183,2145,146,40,E,20,9,Clear,10,20
7896885864604209,2025-12-14 10:45,EMA-ALC,737-800,5246,5664,155,172,1445,158,20,SW,11,9,Windy,0,13
5986954899451366,2026-02-01 13:30,BHX-AGP,737-800,5100,5285,177,188,833,171,19,N,4,6,Cloudy,6,15
5346274085848318,2026-01-27 22:15,LBA-AGP,737-800,4679,4408,171,187,1311,148,19,NE,21,9,Overcast,0,17
3745244543833179,2025-12-15 20:00,NCL-TFS,757-200,6890,6759,241,221,2625,232,27,W,-8,6,Overcast,1,19
6147077966404686,2026-01-29 06:30,EMA-TFS,757-200,6514,6720,238,225,3025,225,36,NE,-1,9,Windy,0,9
3398228441416350,2025-11-29 22:45,MAN-FAO,737-800,5744,5996,181,158,1784,146,31,W,26,6,Overcast,0,14
7825055890639435,2026-01-17 15:00,LBA-AGP,757-200,4787,4671,173,201,2448,154,22,NW,24,5,Light Rain,0,18
6611862178110725,2025-12-03 08:00,MAN-TFS,737 MAX 8,6394,5897,234,157,1424,138,1,SW,-2,6,Cloudy,9,24
1971800192326247,2025-12-11 05:45,NCL-PMI,737 MAX 8,5044,4847,176,162,2416,159,17,N,14,3,Clear,0,18
7704875135424933,2025-11-25 14:45,MAN-TFS,737 MAX 8,6201,6602,246,188,1888,138,12,NW,20,3,Clear,0,22
2236334927457816,2025-12-13 05:30,BHX-ALC,737-800,5041,5441,164,167,2462,121,16,W,37,3,Overcast,0,19
2218249905216032,2025-12-04 17:15,BHX-FAO,737-800,5936,6383,174,171,1719,157,13,E,22,6,Cloudy,5,23
2664046989114805,2026-01-17 09:15,BHX-PMI,737-800,5021,4767,162,159,2289,113,20,W,11,7,Light Rain,5,10
3038087366048249,2025-11-26 13:15,NCL-TFS,737-800,6326,6184,261,180,1074,162,38,NW,30,8,Cloudy,0,12
3818330568103499,2025-11-27 18:00,MAN-FAO,737 MAX 8,5507,5734,172,178,2063,159,20,NW,0,9,Light Rain,1,19
8454550425317970,2026-01-12 23:00,EMA-ALC,737-800,4743,5030,164,184,1610,201,2,W,18,3,Cloudy,0,16
6317089856613290,2025-12-29 19:15,BHX-FAO,737-800,6029,6418,171,178,985,176,7,E,34,5,Light Rain,0,12
7919871107263945,2025-12-18 19:00,MAN-FAO,737-800,5467,5658,185,157,2246,138,23,NE,18,9,Overcast,0,19
8272902384870469,2025-12-14 15:15,MAN-ALC,737 MAX 8,4452,4395,150,178,1391,169,7,E,-3,3,Overcast,0,22
1292125867806320,2025-11-23 20:15,MAN-PMI,757-200,4464,4400,155,200,2202,211,17,SE,-12,5,Cloudy,0,11
4413184300221183,2026-02-16 23:30,BHX-PMI,737 MAX 8,5011,4944,146,168,2051,162,44,E,14,8,Clear,0,18
5732303456146576,2025-12-01 18:00,MAN-AGP,737-800,5155,5451,163,176,1874,138,13,N,-9,4,Light Rain,0,17
4006533137162320,2026-02-04 16:15,NCL-TFS,757-200,6809,6801,256,214,2389,234,0,NE,-14,10,Clear,50,20
2581925928059207,2026-01-06 22:15,LBA-ALC,757-200,4460,4667,164,232,3452,192,0,NE,28,8,Windy,0,7
5826828365633505,2025-12-17 15:30,EMA-PMI,737 MAX 8,4636,4744,170,179,1899,189,29,W,32,3,Overcast,5,17
5477065692209463,2025-11-25 11:30,BHX-ALC,737-800,5087,5364,159,174,2083,159,10,W,-4,4,Windy,0,20
7985383387835164,2025-12-23 16:45,MAN-AGP,737-800,4889,4586,169,162,989,142,1,NW,17,5,Cloudy,6,23
6202193334486050,2026-01-03 09:00,EMA-ALC,757-200,4910,5086,154,233,1674,163,2,NE,6,10,Clear,2,16
9496287733059949,2026-01-01 11:30,MAN-PMI,737-800,4545,4413,148,157,1358,119,17,NE,-15,4,Cloudy,0,15
4203180666476419,2025-12-29 23:15,MAN-ALC,737-800,4746,6714,164,153,1016,131,5,W,10,5,Overcast,10,21
2651498213648188,2026-01-01 15:15,EMA-TFS,737-800,6476,6546,252,179,999,158,43,NW,15,6,Cloudy,0,18
3721238847635727,2026-02-20 15:30,BHX-AGP,737-800,5586,5240,167,160,1378,161,38,E,17,4,Light Rain,0,9
7031266505880815,2026-01-30 19:45,NCL-PMI,737-800,5249,5289,179,174,935,146,44,W,35,9,Overcast,6,12
8359182583195572,2025-12-02 23:45,LBA-AGP,757-200,4766,4808,174,211,2461,228,4,NE,28,9,Windy,8,9
8634834385632088,2025-12-10 23:00,LBA-FAO,757-200,4972,4806,179,228,2001,178,20,S,21,7,Light Rain,0,23
6967157885288894,2025-12-09 14:00,BHX-ALC,737 MAX 8,4800,4956,156,172,1024,180,1,SE,12,9,Windy,0,24
5107542912497824,2025-12-15 20:15,MAN-PMI,757-200,4427,4182,151,208,1750,147,41,N,-6,10,Light Rain,0,20
5352891665137699,2026-02-20 18:15,BHX-AGP,737-800,5560,5457,182,177,2038,124,31,SE,30,7,Light Rain,0,8
4094390378683723,2026-01-09 08:45,LBA-TFS,737-800,6439,6937,248,167,1752,151,33,NE,0,10,Clear,0,8
9920413669463139,2026-01-30 05:45,BHX-AGP,737-800,5687,5900,180,168,1392,129,44,S,31,7,Clear,0,8
8276380562196975,2025-12-30 05:30,EMA-PMI,737-800,4678,4941,161,158,2061,128,16,N,32,4,Overcast,3,21
6203976554984744,2025-12-15 13:15,EMA-PMI,737-800,4633,4517,161,159,2019,171,9,NW,33,9,Light Rain,0,12
7111323491075367,2026-01-06 06:30,LBA-AGP,737-800,4804,4786,174,184,1278,157,45,W,15,7,Cloudy,0,21
4039086732089440,2026-01-02 21:00,LBA-AGP,737 MAX 8,4781,5130,180,167,1486,135,6,S,26,9,Light Rain,4,13
6398782268358282,2026-02-17 10:30,EMA-TFS,737-800,6069,5595,228,156,2203,137,14,S,1,6,Clear,0,13
4845927474608196,2026-02-12 08:00,LBA-TFS,737 MAX 8,6284,6441,229,186,2444,202,7,E,1,7,Light Rain,0,15
2295886588189054,2026-02-19 15:30,MAN-ALC,757-200,4463,4379,153,203,2257,220,16,E,13,4,Light Rain,0,22
4524793350816763,2026-01-31 18:15,NCL-TFS,757-200,6565,6148,254,216,3026,153,31,E,26,3,Clear,0,17
5815484541726162,2026-02-04 05:45,EMA-PMI,737-800,4671,8959,168,180,1048,167,22,SW,28,7,Light Rain,51,9
9974625019056438,2026-01-05 07:45,MAN-AGP,757-200,5083,4708,165,212,2424,207,6,SW,16,4,Light Rain,0,7
9467577237389964,2026-02-06 12:45,BHX-TFS,737-800,6815,6815,252,178,833,127,3,SW,35,3,Light Rain,2,23
8148989474142003,2026-02-17 22:15,NCL-PMI,737-800,5037,5227,162,151,1765,160,39,N,0,5,Clear,0,16
8533863644673783,2025-12-05 19:15,NCL-PMI,737-800,5116,5114,163,164,929,168,27,SW,36,9,Windy,0,11
1057192131214499,2025-12-20 06:15,BHX-PMI,737-800,5044,5252,153,173,1933,133,15,N,-7,4,Overcast,0,22
8444302004199878,2025-11-23 10:00,NCL-PMI,737 MAX 8,5487,5656,173,167,1871,147,15,E,24,3,Overcast,0,9
2588182258622962,2025-12-31 16:45,LBA-ALC,757-200,4320,4656,161,223,3410,201,29,SE,2,3,Cloudy,2,22
5006593405247316,2025-12-13 06:00,BHX-ALC,737-800,5057,4923,168,179,888,133,3,E,-5,3,Light Rain,0,14
2947042441781006,2026-02-06 23:30,BHX-FAO,737-800,5833,5581,191,164,1000,130,26,SE,9,6,Clear,0,20
8984061679686326,2026-02-09 19:15,BHX-TFS,737-800,6698,6839,249,162,1487,122,44,N,2,5,Clear,0,17
9353994393943249,2025-12-30 10:15,NCL-PMI,737 MAX 8,5088,5016,167,163,2011,145,29,S,-15,9,Cloudy,0,14
2963628767927868,2026-02-06 09:00,BHX-FAO,737 MAX 8,5981,6204,171,177,1887,152,44,NE,13,10,Cloudy,2,20
6650260806470016,2025-12-09 16:30,MAN-TFS,757-200,6116,6096,232,229,1299,250,29,E,30,9,Cloudy,0,7
4449348841557424,2025-12-02 17:30,EMA-ALC,737-800,4976,5134,163,186,2427,146,43,NE,24,8,Clear,0,8
4176941440592555,2026-01-08 19:00,BHX-ALC,737-800,5372,5548,175,163,1083,178,15,NE,26,10,Overcast,4,14
2610595117811631,2025-12-27 21:45,MAN-FAO,737-800,5653,5610,176,157,1762,154,43,S,13,8,Clear,0,19
1566996624623500,2025-12-29 07:00,MAN-ALC,737-800,4908,4634,149,151,1400,131,43,E,15,8,Light Rain,8,16
8615710466298260,2025-11-25 12:30,BHX-FAO,757-200,5834,5821,190,233,3446,205,19,E,35,7,Cloudy,0,16
4329708874402759,2025-11-29 09:30,MAN-AGP,737-800,5116,5463,165,168,1173,183,45,E,-5,6,Clear,0,21
5570334724422989,2025-12-16 11:00,BHX-PMI,737 MAX 8,5281,5237,149,184,1417,138,1,W,16,5,Light Rain,0,24
4219114263528505,2026-01-04 14:45,MAN-AGP,737 MAX 8,5141,4851,178,178,1493,174,30,N,-7,4,Windy,1,14
1504834507853303,2025-12-04 15:00,NCL-TFS,757-200,6839,6535,258,217,2001,154,34,NW,28,4,Overcast,0,23
9074314012550147,2026-02-16 16:45,LBA-FAO,757-200,4889,2595,178,228,3497,168,28,W,36,10,Windy,57,20
9240434872035169,2026-01-15 09:00,LBA-FAO,737-800,5144,5165,180,187,2348,159,0,W,25,7,Light Rain,0,25
6889023466409750,2025-12-10 11:15,BHX-TFS,737-800,6543,6881,250,187,1422,168,29,SE,-14,3,Cloudy,30,22
7601890921243940,2026-02-16 14:45,MAN-ALC,737-800,4650,4299,165,181,936,170,23,NW,21,9,Windy,8,18
2745730319204663,2026-02-04 05:30,MAN-ALC,757-200,4727,4698,149,222,1868,160,23,W,25,8,Clear,0,9
5367581358060392,2026-02-11 10:00,NCL-TFS,757-200,6630,7025,257,219,2311,213,44,SW,-9,8,Cloudy,0,18
3806401846233326,2026-01-14 15:15,LBA-AGP,737-800,4713,4963,176,185,2056,181,33,NE,11,10,Clear,19,22
7222335694603903,2026-02-19 16:15,BHX-AGP,737 MAX 8,5635,5873,184,169,858,169,7,SE,-7,5,Cloudy,0,9
9117061216446261,2025-12-07 07:00,EMA-PMI,757-200,4801,4500,146,232,1442,206,16,N,-11,7,Clear,18,13
9121431707179105,2025-12-18 10:30,LBA-ALC,737-800,4793,4676,163,182,2399,180,15,NE,-9,3,Overcast,0,16
1993638389994848,2026-01-30 05:00,MAN-PMI,737 MAX 8,4375,4514,155,156,1170,161,24,W,-2,6,Light Rain,59,10
7117072549948802,2026-01-28 09:45,BHX-ALC,757-200,4841,4517,172,224,2361,198,19,NW,-1,9,Windy,7,22
3097503640835944,2026-01-09 10:00,EMA-PMI,757-200,5048,5066,157,207,1787,178,44,NE,32,5,Clear,0,19
1897145781351910,2026-01-16 20:30,NCL-PMI,757-200,5409,5284,184,225,3184,204,9,NW,-9,4,Windy,0,11
5885848545591007,2025-11-29 07:45,LBA-ALC,737 MAX 8,4534,4282,167,156,2356,114,33,NW,35,10,Cloudy,0,23
7881600558717063,2026-01-05 22:00,LBA-PMI,737 MAX 8,4292,4258,143,178,1741,127,11,S,30,5,Light Rain,0,19
8538432659265167,2025-12-07 23:45,EMA-TFS,757-200,6481,6456,246,232,1428,199,31,W,24,8,Windy,0,8
3937399165693731,2026-01-08 16:00,BHX-PMI,737-800,5253,5666,158,153,2154,122,15,S,22,4,Clear,0,7
5528538340936167,2025-11-27 19:45,NCL-PMI,737-800,5273,4868,173,151,1448,129,24,SW,21,4,Light Rain,2,17
6331042663691842,2026-02-16 15:15,NCL-TFS,737-800,6506,6503,253,154,1897,121,16,N,4,9,Cloudy,58,25
8934411689155433,2026-01-05 13:00,NCL-PMI,757-200,5437,5184,175,219,3267,224,27,SW,-3,9,Light Rain,0,24
4921635184238866,2025-11-25 21:15,NCL-PMI,737-800,5478,5275,181,189,2375,201,36,N,18,6,Windy,0,16
6826953878270468,2026-01-14 15:00,MAN-PMI,757-200,4293,4393,148,215,2862,171,9,SE,-14,6,Windy,0,20
4273524845407868,2025-11-27 11:15,MAN-FAO,737-800,5584,5726,173,152,2279,136,1,N,-10,8,Overcast,15,20
6263142398712322,2026-02-16 07:45,LBA-FAO,737-800,5076,5076,183,187,2387,201,16,NW,-10,6,Overcast,2,17
3501603543995798,2026-01-11 12:45,MAN-PMI,737-800,4219,4536,145,166,2007,120,34,SW,29,4,Windy,0,14
9194651605664576,2025-12-11 16:45,BHX-ALC,757-200,4835,5099,155,203,2181,163,24,S,25,8,Clear,9,19
4719625232104066,2026-01-12 13:30,LBA-TFS,737 MAX 8,6141,5942,249,160,1698,152,41,W,35,3,Windy,60,22
6186427760415358,2026-01-04 18:00,MAN-ALC,757-200,4467,4361,161,235,2538,207,1,N,26,5,Light Rain,0,16
8893820867610831,2025-12-03 08:15,MAN-TFS,737-800,6233,6579,254,170,1724,152,8,S,-4,8,Windy,0,12
9532009098751049,2026-01-10 23:15,LBA-ALC,737 MAX 8,4434,4723,172,162,1336,159,10,N,10,9,Overcast,0,18
7099573941045799,2026-02-03 08:00,EMA-ALC,737-800,5206,4888,164,162,2465,164,18,NW,9,5,Light Rain,0,16
2911486735028199,2025-12-17 18:15,BHX-FAO,757-200,5797,6239,170,228,2217,193,43,NW,-10,3,Light Rain,31,19
4340783064699889,2026-01-11 18:30,LBA-TFS,737-800,5953,5794,226,172,2041,185,38,N,-15,7,Overcast,0,19
9767350549931044,2025-12-09 22:00,NCL-PMI,737-800,5515,5509,165,179,1070,132,45,W,-6,7,Clear,13,22
2701636206491709,2025-12-28 16:45,MAN-AGP,737 MAX 8,5113,5383,168,183,1441,160,10,SW,32,10,Cloudy,9,21
3559095567587267,2025-12-12 06:15,MAN-ALC,737-800,4567,4718,153,181,883,159,45,NW,14,10,Clear,0,13
4364713432371196,2025-12-16 10:30,NCL-PMI,737 MAX 8,5217,5287,178,183,2370,170,26,NE,0,10,Clear,0,10
6797431903184658,2026-02-06 08:30,LBA-FAO,737-800,5125,5295,179,167,2016,161,21,N,26,10,Windy,0,8
3689066657105310,2025-12-29 15:00,LBA-TFS,737-800,6290,5880,244,165,2378,173,5,N,-2,5,Light Rain,7,11
4837220980303749,2026-01-24 18:30,NCL-TFS,737-800,6398,6738,261,181,1712,191,30,S,21,9,Clear,7,20
3239674440419347,2025-12-04 06:30,BHX-AGP,757-200,5258,5620,185,233,1543,190,27,NE,36,10,Windy,3,16
6958969655981988,2026-01-28 18:30,NCL-PMI,737-800,5046,5057,162,176,993,156,36,S,7,7,Overcast,0,10
5813229977858601,2026-01-21 10:15,BHX-TFS,737-800,6804,6601,248,178,2077,182,21,E,-2,5,Clear,10,10
8349587172281395,2025-11-25 05:45,LBA-AGP,737-800,4844,4813,180,188,2286,168,39,SW,29,9,Windy,0,13
5368913592744617,2025-11-25 11:00,MAN-PMI,737-800,4247,4203,144,184,1190,135,29,E,15,9,Clear,21,21
5390977153922515,2026-01-22 05:45,NCL-PMI,737-800,5583,5877,169,171,816,127,45,W,11,10,Overcast,0,16
3594169529640444,2026-01-13 20:45,MAN-TFS,757-200,6119,6043,246,204,2297,216,26,NW,-8,10,Overcast,6,7
5349486180873791,2025-12-17 20:30,BHX-AGP,737-800,5447,5815,172,179,1068,189,45,W,11,8,Light Rain,0,9
4878683336362227,2025-12-09 10:15,MAN-ALC,757-200,4825,5167,148,215,2057,198,1,SW,1,8,Cloudy,0,9
6499550065909519,2025-12-07 12:00,EMA-TFS,737-800,6348,6637,236,185,1347,196,44,NE,30,3,Light Rain,0,10
2818467028010786,2026-02-09 08:00,EMA-ALC,737-800,4820,5106,170,160,2291,131,28,NW,31,4,Cloudy,6,10
4862493302666824,2026-01-18 18:00,MAN-TFS,757-200,6449,6229,245,217,2725,214,26,SW,25,6,Cloudy,9,11
6175151705126952,2026-01-14 18:45,EMA-ALC,757-200,4730,4687,161,233,1485,171,20,W,34,5,Light Rain,1,11
4109744001512710,2025-11-30 21:30,BHX-FAO,737-800,6066,6429,191,170,1504,120,17,E,29,9,Light Rain,4,21
9019279587041566,2026-02-14 17:15,MAN-AGP,737-800,4971,4884,177,158,1865,173,18,SE,-10,7,Overcast,6,7
4053264132207553,2026-01-31 23:30,MAN-TFS,757-200,6532,7041,239,203,2727,163,32,SW,-8,3,Clear,0,7
1830900430077264,2025-12-23 23:15,BHX-ALC,737-800,4943,5113,173,165,1015,137,37,SE,37,8,Light Rain,2,20
5555711085534996,2025-11-30 18:15,EMA-PMI,737-800,4978,5119,147,185,1862,187,16,NW,25,9,Light Rain,57,12
2380842820910863,2025-12-09 20:45,LBA-FAO,737 MAX 8,5141,5165,181,179,1769,128,10,SW,-8,9,Clear,0,8
1402463648925207,2025-12-08 16:30,BHX-ALC,737-800,4828,5053,170,187,1663,135,19,S,-2,5,Light Rain,0,9
3097075280009043,2026-01-15 20:30,NCL-PMI,737-800,5386,5365,170,188,1071,189,32,NW,33,10,Light Rain,0,20
1168113166935490,2026-01-12 15:00,BHX-AGP,757-200,5190,5494,185,219,3498,210,41,NE,-3,3,Overcast,9,23
8743022979127416,2025-12-08 22:15,LBA-ALC,737-800,4451,4686,161,187,1709,137,34,SW,10,3,Light Rain,0,20
4512262325916330,2026-01-29 15:45,MAN-FAO,737-800,5854,5543,168,166,2373,122,19,W,28,5,Clear,0,8
1589593383938510,2025-12-05 15:15,BHX-FAO,737 MAX 8,5884,6300,178,153,1214,122,38,SE,16,9,Clear,0,24
5867848817143383,2026-01-23 05:45,MAN-TFS,737 MAX 8,6375,6430,230,156,1304,157,41,E,4,9,Light Rain,0,11
1409689548653644,2025-12-14 12:45,EMA-TFS,737-800,6475,6953,228,160,801,116,30,S,23,7,Light Rain,0,23
2897131471605007,2025-12-13 22:00,MAN-AGP,737-800,5225,4924,163,167,1684,131,32,SW,28,8,Windy,0,17
9039573320641842,2026-01-20 15:00,LBA-FAO,757-200,5011,4992,165,211,2892,195,44,NW,33,9,Overcast,2,24
1810345187174606,2026-02-16 19:00,BHX-ALC,737 MAX 8,5166,5072,167,150,1055,133,12,NW,-15,6,Clear,54,18
7654650932210598,2026-02-09 14:15,MAN-TFS,737 MAX 8,6137,5922,241,188,1228,132,40,W,-8,7,Overcast,0,13
9447762592964313,2026-02-03 23:15,LBA-TFS,757-200,5966,5610,248,214,3342,212,17,SE,28,3,Overcast,10,21
4014758639982283,2026-01-16 06:30,BHX-FAO,757-200,5780,5430,183,231,2680,209,2,SE,-12,7,Light Rain,0,19
3255488505577812,2025-12-03 23:00,MAN-TFS,737 MAX 8,6176,6588,243,171,1436,124,40,NE,-14,10,Light Rain,1,17
3821769364567983,2025-12-24 08:45,MAN-TFS,737 MAX 8,6441,6461,231,154,2388,145,28,NE,25,10,Overcast,16,8
6400499886312317,2026-02-19 07:15,LBA-PMI,737 MAX 8,3956,3830,154,154,1008,150,35,N,3,9,Light Rain,2,14
6163035610368702,2026-02-15 05:45,BHX-TFS,737-800,6603,6434,248,151,1729,137,37,SE,-9,4,Clear,0,13
3780293261079964,2025-12-09 21:30,BHX-ALC,737-800,5255,4991,174,152,923,114,37,W,17,8,Windy,10,11
2705563044967012,2026-02-08 15:30,BHX-ALC,737 MAX 8,5400,5536,171,165,1838,170,35,N,12,8,Cloudy,51,9
5330174169504263,2026-02-16 20:45,NCL-TFS,757-200,6879,7389,258,226,2546,173,29,N,16,6,Clear,0,13
8974814611195960,2026-01-04 17:15,BHX-TFS,737-800,6871,6332,235,185,1035,140,28,SE,25,8,Clear,0,12
4353836063987491,2025-12-26 10:30,EMA-TFS,737-800,6022,5710,234,156,842,161,8,W,26,4,Windy,0,18
8111973184442228,2026-02-15 10:45,LBA-TFS,737-800,6033,6318,253,174,2222,148,38,W,25,6,Clear,0,24
7417511451131944,2025-12-12 15:15,LBA-PMI,757-200,4029,4256,148,231,2057,229,30,NE,-5,9,Overcast,0,12
9426223998787308,2026-01-09 21:45,EMA-PMI,737-800,5010,5121,163,152,1224,120,12,NW,0,9,Cloudy,5,25
4444088202631838,2026-01-09 13:00,LBA-FAO,757-200,4927,4942,174,202,3105,183,21,W,13,10,Light Rain,7,17
2771233061447531,2025-11-26 10:45,MAN-TFS,737-800,6467,6882,232,182,1850,167,5,S,-1,4,Clear,0,13
6891528926249199,2026-02-17 15:30,MAN-AGP,757-200,4897,5058,168,234,2269,165,19,S,37,8,Light Rain,7,7
4951284913133739,2026-01-27 09:45,MAN-TFS,737-800,6314,6288,253,185,2351,164,29,SW,35,4,Windy,4,20
2253215288009805,2026-01-19 22:00,BHX-ALC,737-800,5112,9843,159,171,1261,148,43,W,33,7,Windy,0,8
2681570005967739,2025-12-12 15:45,BHX-TFS,737-800,6565,6601,247,156,1473,145,28,S,-10,5,Clear,0,22
9602748150155716,2025-12-18 07:45,MAN-AGP,737-800,5137,5157,169,173,1861,122,20,W,10,5,Clear,0,9
8273907670702996,2025-12-19 09:15,MAN-AGP,737-800,4881,4962,175,187,1215,168,43,NW,2,6,Clear,0,19
6564078162711771,2025-12-24 21:30,NCL-PMI,737 MAX 8,5473,5540,174,168,2123,177,29,SW,29,7,Light Rain,0,12
7904368253109565,2026-01-17 19:45,MAN-ALC,757-200,4802,6463,148,234,2395,226,4,SE,16,9,Overcast,0,10
7037484177555752,2026-01-03 18:45,MAN-ALC,737-800,4445,4418,161,179,1580,150,25,SE,10,3,Clear,5,11
4520459028000724,2026-01-21 20:45,LBA-TFS,737-800,6148,6358,246,180,2480,146,10,E,38,3,Overcast,0,24
2817096583485773,2025-12-14 07:00,MAN-FAO,737-800,5482,9810,176,178,2226,128,40,NE,9,7,Light Rain,0,19
6062530877300960,2025-12-24 16:15,MAN-PMI,737-800,4028,4343,153,162,2192,157,14,NE,36,5,Cloudy,0,17
6619675440532370,2026-02-11 11:15,EMA-TFS,737-800,6123,5861,241,170,1155,120,41,SW,-15,9,Cloudy,0,15
2579239426031807,2026-01-09 06:00,MAN-PMI,737-800,4511,4860,159,184,2420,202,36,E,1,4,Overcast,6,11
1715080356921315,2026-02-12 15:45,LBA-TFS,737-800,6499,6446,244,164,1831,153,0,SE,-14,4,Windy,0,14
8628511441348244,2025-11-30 09:30,EMA-PMI,737-800,4984,9067,149,178,2313,187,8,S,5,3,Overcast,7,7
1826493980951559,2026-01-04 15:15,MAN-PMI,737-800,4227,4300,147,170,1175,149,0,NE,16,4,Cloudy,51,13
4402174154627460,2025-12-15 23:15,MAN-TFS,737-800,6578,6380,243,165,1668,127,15,S,3,10,Cloudy,0,18
4426788006813407,2025-12-14 20:45,BHX-FAO,737-800,5943,6191,193,180,840,181,27,NE,33,7,Overcast,0,12
5409485658441408,2026-01-21 14:45,MAN-AGP,737-800,5046,4700,179,180,1200,137,12,N,-15,8,Light Rain,37,18
1310815950125295,2026-01-01 23:00,BHX-FAO,737 MAX 8,5894,6302,173,177,1322,179,22,NW,25,8,Clear,7,14
7231509006297942,2026-01-08 05:15,MAN-FAO,757-200,5450,5236,186,210,1250,157,5,W,10,4,Overcast,0,20
7271862461173783,2025-12-31 21:45,NCL-PMI,737-800,5091,4773,173,172,2467,130,13,W,29,7,Clear,0,9
9853599453242136,2026-01-15 21:45,MAN-AGP,757-200,4890,4792,165,212,3192,164,7,NW,21,6,Cloudy,4,13
2901133329768617,2026-01-14 19:00,MAN-ALC,737-800,4786,4499,147,151,1999,120,31,NE,-15,3,Windy,0,8
3974676624212152,2026-01-28 05:45,NCL-TFS,737-800,6572,7026,264,171,2037,149,23,SW,5,6,Windy,7,18
6708557068657196,2025-12-05 05:45,BHX-TFS,757-200,6526,6632,239,217,2218,184,39,NW,17,9,Cloudy,51,17
6151151315017508,2026-01-08 06:30,BHX-AGP,737-800,5509,5720,180,172,1676,185,30,NE,31,9,Windy,10,23
9367717967277527,2026-01-26 06:15,EMA-PMI,757-200,5161,5563,154,228,1673,204,34,SE,0,6,Cloudy,0,7
4091503045692750,2026-01-03 17:30,MAN-TFS,757-200,6587,7063,251,208,3389,198,31,NE,35,8,Cloudy,60,9
5824281599846522,2026-01-10 17:45,MAN-TFS,737-800,6397,5975,233,187,1185,187,7,SW,-7,8,Light Rain,0,8
7728917299218476,2025-12-17 17:45,BHX-PMI,757-200,5432,5574,149,206,2819,145,29,SW,-6,7,Cloudy,0,16
7599199417900214,2026-02-16 06:30,MAN-AGP,737-800,4940,5333,163,180,2092,186,31,S,30,9,Clear,6,13
8712437129960345,2025-12-21 06:15,EMA-PMI,757-200,4763,5137,154,221,2930,215,22,W,10,4,Overcast,5,13
